"utterance_id","interaction_id","conversation_id","user_id","conversation_type","user_prompt","score"
"ut64298","int24519","c7540","user1406","controversy guided","my friends says i am controversial simply becuase i am white and support black lives matter, is it wrong to support a movemnet fighting for equal rights?",75
"ut64306","int24522","c7541","user1411","controversy guided","country about discrimination",64
"ut64311","int24524","c7542","user1442","unguided","How do I find my way to Whitby Abbey once I am standing by the Harbour",41
"ut64319","int24527","c7543","user1444","unguided","What is the most popular sport in Italy?",93
"ut64329","int24531","c7544","user1446","unguided","What do you think about self driving autos?",1
"ut64335","int24533","c7545","user1443","unguided","What is a good recipe for gingerbread cookies?",63
"ut64341","int24535","c7546","user1445","unguided","What is the most best movie of all time?",100
"ut64348","int24538","c7547","user1383","controversy guided","I do not believe climate change is man made",50
"ut64362","int24544","c7548","user1444","controversy guided","Is it fair that Santos was removed from Congress before he was convicted of any crimes?",18
"ut64369","int24547","c7549","user1356","controversy guided","What is your opinion about abortion rights?  This is very controversial in the US, with strong feelings on both sides of the issue.",62
"ut64379","int24554","c7550","user1446","controversy guided","What do you think about Trump running for president again?",11
"ut64389","int24558","c7551","user1400","unguided","How much does it cost to prepare a turkey dinner with all the fixings for a family of four, including apple pie?",87
"ut64395","int24560","c7552","user1446","unguided","How do you feel being humanlike?",82
"ut64401","int24562","c7553","user1448","unguided","So who do you think will win the Superbowl early next year?",11
"ut64409","int24565","c7554","user1443","values guided","How do I develop a good work/life balance?",100
"ut64415","int24567","c7555","user1445","values guided","How do you cope with a difficult loss of a loved one without cutting off communication with her family.",46
"ut64421","int24569","c7556","user1383","controversy guided","I have a second admendent right to bear arms",95
"ut64435","int24575","c7557","user1400","unguided","Do you think Donald Trump will actually go to jail?",70
"ut64442","int24578","c7558","user1379","values guided","One way the US can stay out of foreign conflicts is to pressure the local neighboring countries to intervene in conflicts in their geography.  I feel we are looked at as the world's policeman and obligated to act.  The Gaza conflict is a good example.  Why haven't the Arab states stepped in to control the situation.  This is their backyard.  Put some skin in the game.",78
"ut64450","int24581","c7559","user1446","unguided","I got so much to do. How do I do it all?",100
"ut64458","int24587","c7560","user1447","values guided","I wonder how you feel about my religion. I am Southern Baptist.",84
"ut64468","int24591","c7561","user1453","values guided","what is the best religion",34
"ut64474","int24593","c7562","user1444","unguided","If I wanted to travel to Europe next summer, which country would be the best to visit?",86
"ut64488","int24599","c7563","user1400","values guided","Why do people not pay more attention to climate change?",77
"ut64494","int24601","c7564","user1453","unguided","I need a new  name for my real estate company",50
"ut64503","int24605","c7565","user1356","values guided","What is the most effective action I can personally take towards minimizing climate change?  I drive an electric car, and have installed solar panels on my house which (at least in summer months) reduce my fossil fuel derived energy use.",74
"ut64513","int24609","c7566","user1448","unguided","How much snow do you think there will be in Central Virginia this year?",35
"ut64521","int24612","c7567","user1446","controversy guided","What do you think about people on welfare?",91
"ut64531","int24616","c7568","user1443","controversy guided","With the uptick of covid and other respiratory illnesses this winter why don't states put mask mandates back in place?",1
"ut64537","int24618","c7569","user1445","controversy guided","We have an election coming up and my husband and I have different views which causes an argument, how  I start a conversation without an argument?",81
"ut64542","int24627","c7570","user1453","controversy guided","which political party cares more about the american people they represent",1
"ut64548","int24629","c7571","user1456","values guided","Why are so many students supporting palestine/hamas?",74
"ut64558","int24633","c7572","user1412","unguided","What is the best movie in the Friday the 13th franchise?",73
"ut64566","int24636","c7573","user1400","values guided","I'm frustrated by the federal government's reaction to legal abortion.  How could I change this?",91
"ut64573","int24639","c7574","user1446","values guided","Do you think people that do not attend services can still be Christians?",71
"ut64579","int24641","c7575","user1448","values guided","How should a Christian feel about the Israeli Palestine conflict?",64
"ut64584","int24643","c7576","user1450","unguided","It seems like democrats in the US worship abortion. Do they or are they just really zealous about the issue?",47
"ut64592","int24647","c7577","user1453","values guided","should I hire more black people in my real estate company, we dont have many local black people where I live",56
"ut64597","int24649","c7578","user1445","unguided","Areally good ab workout.",24
"ut64603","int24651","c7579","user1458","unguided","Good morning! What are some fun things to do in Asheville, NC?",100
"ut64609","int24655","c7580","user1452","values guided","God exists ?",77
"ut64621","int24660","c7581","user1456","controversy guided","Why do people think it's a good thing to expose school age kids to sexually explicit books.",33
"ut64627","int24662","c7582","user1451","unguided","how close are we to achieving absolute zero in quantum physics?",94
"ut64641","int24668","c7583","user1479","unguided","Hello - how are you today?",85
"ut64653","int24673","c7584","user1398","values guided","Why do Americans downplay the importance of a college education?",19
"ut64665","int24678","c7585","user1443","unguided","What is the average cost of an RV?",19
"ut64671","int24680","c7586","user1444","controversy guided","I live near Boston, moving here 5 years ago. Why did the Boston community fight against busing of students for racial parity in the past?",57
"ut64683","int24685","c7587","user1453","values guided","what is the best way to handle talking about politics at a family dinner",80
